true_id,true_label,pred_id,pred_label,count
336,train_interior,1,airplane_cabin,73
203,kitchen,280,reception,73
242,oast_house,40,barn,73
94,cliff,233,mountain_path,73
14,archive,298,server_room,73
2,airport_terminal,11,arcade,73
151,forest_path,36,bamboo_forest,73
222,market-indoor,11,arcade,73
312,stadium-baseball,42,baseball_field,73
92,classroom,202,kindergarden_classroom,73
209,lawn,127,driveway,73
245,office_building,307,skyscraper,72
144,fire_station,71,bus_station-indoor,72
10,aqueduct,292,ruin,72
20,art_school,202,kindergarden_classroom,72
57,boardwalk,266,pier,72
299,shed,40,barn,72
360,wind_farm,361,windmill,72
23,assembly_line,282,repair_shop,72
159,gazebo-exterior,339,tree_house,72
152,forest_road,127,driveway,72
323,swamp,36,bamboo_forest,71
221,manufactured_home,193,inn-outdoor,71
291,rope_bridge,279,rainforest,71
182,hotel_room,55,berth,71
170,hangar-outdoor,157,garage-outdoor,71
103,construction_site,340,trench,71
250,orchestra_pit,316,stage-outdoor,71
213,library-outdoor,157,garage-outdoor,71
242,oast_house,157,garage-outdoor,71
350,volcano,233,mountain_path,71
313,stadium-football,149,football_field,71
96,clothing_store,19,art_gallery,71
91,church-outdoor,327,synagogue-outdoor,71
102,conference_room,352,waiting_room,71
333,topiary_garden,197,japanese_garden,70
362,yard,345,vegetable_garden,70
206,landfill,348,village,70
364,zen_garden,197,japanese_garden,70
57,boardwalk,273,promenade,70
125,downtown,354,water_tower,70
329,television_studio,316,stage-outdoor,70
176,home_office,215,living_room,70
148,food_court,115,department_store,70
235,movie_theater-indoor,211,legislative_chamber,70
271,pond,197,japanese_garden,70
315,stage-indoor,316,stage-outdoor,69
107,cottage,157,garage-outdoor,69
206,landfill,340,trench,69
41,barndoor,123,doorway-outdoor,69
94,cliff,97,coast,69
217,lobby,280,reception,69
134,entrance_hall,11,arcade,69
283,residential_neighborhood,193,inn-outdoor,69
281,recreation_room,215,living_room,69
213,library-outdoor,108,courthouse,69
280,reception,358,wet_bar,68
182,hotel_room,45,bathroom,68
252,palace,193,inn-outdoor,68
313,stadium-football,312,stadium-baseball,68
343,utility_room,95,closet,68
175,highway,118,desert_road,68
330,temple-asia,292,ruin,68
358,wet_bar,280,reception,68
142,field_road,127,driveway,68
195,jacuzzi-indoor,45,bathroom,67
105,corral,275,racecourse,67
148,food_court,286,restaurant_patio,67
161,general_store-outdoor,301,shopfront,67
174,heliport,293,runway,67
68,bullring,17,arena-rodeo,67
349,vineyard,140,field-cultivated,67
245,office_building,354,water_tower,67
66,bridge,354,water_tower,66
87,chalet,193,inn-outdoor,66
221,manufactured_home,127,driveway,66
104,corn_field,359,wheat_field,66
213,library-outdoor,32,balcony-exterior,66
62,botanical_garden,147,florist_shop-indoor,66
257,parking_lot,127,driveway,66
184,hunting_lodge-outdoor,74,cabin-outdoor,66
279,rainforest,36,bamboo_forest,66
237,museum-outdoor,108,courthouse,66
331,throne_room,69,burial_chamber,66
233,mountain_path,117,desert-vegetation,66
228,mezzanine,302,shopping_mall-indoor,66
274,pub-indoor,211,legislative_chamber,66
242,oast_house,283,residential_neighborhood,65
244,office,246,office_cubicles,65
108,courthouse,354,water_tower,65
311,stable,201,kennel-outdoor,65
238,music_studio,250,orchestra_pit,65
119,diner-outdoor,286,restaurant_patio,65
205,lake-natural,323,swamp,65
184,hunting_lodge-outdoor,193,inn-outdoor,65
326,swimming_pool-outdoor,325,swimming_pool-indoor,65
73,butte,233,mountain_path,64
289,rock_arch,30,badlands,64
39,bar,122,discotheque,64
